content_comment,decoded_content_comment
"mình dùng 1 time thì cảm nhận như sau: da mình dầu + nhạy cảm dùng sản phẩm oke. dầu đổ k quá nhiều., apply da finish dẹp. nhược điểm: cuối ngày mình thấy xuống tone, mặt bạn đụng tay chà nhẽ ra rét, sản phẩm dùng cho cổ bị vàng áo trắng nhé.","mình dùng 1 time thì cảm nhận như sau: da mình dầu + nhạy cảm dùng sản phẩm oke. dầu đổ không quá nhiều., apply da finish dẹp. nhược điểm: cuối ngày mình thấy xuống tone, mặt bạn đụng tay chà nhẽ ra rét, sản phẩm dùng cho cổ bị vàng áo trắng nhé."
"cách mình sử dụng em kcn này k bị vón là: xịt khoáng, toner, serum, kem dưỡng ẩm (phải đễ lại 1 lớp ẩm ấm hơi ướt nhẹ) và bôi kcn vào. khi mà các b bôi loại kem dưỡng có độ ẩm trên da thì khi bôi kcn nó set vào da đẹp lắm m.n. nâng tone, kiềm dầu và đặc biệt nó giữ tone lâu lắm. chốt lại 1 cách đơm giản “chỉ cần nền da của các bạn có độ ẩm vừa phải thì khi bôi lên da sẽ không có bất cứ hiện tượng vón hay rét xảy ra ở trên da”","cách mình sử dụng em kem chống nắng này không bị vón là: xịt khoáng, toner, serum, kem dưỡng ẩm (phải đễ lại 1 lớp ẩm ấm hơi ướt nhẹ) và bôi kem chống nắng vào. khi mà các b bôi loại kem dưỡng có độ ẩm trên da thì khi bôi kem chống nắng nó set vào da đẹp lắm mình.n. nâng tone, kiềm dầu và đặc biệt nó giữ tone lâu lắm. chốt lại 1 cách đơm giản “chỉ cần nền da của các bạn có độ ẩm vừa phải thì khi bôi lên da sẽ không có bất cứ hiện tượng vón hay rét xảy ra ở trên da”"
trước mình xài innisfree . chuyển sang này xài thử ai dè quá ok luôn. xài da mịn lắm . chưa hết mà mua luôn 2 hộp xài dần. bên shop giao hàng nhanh. còn dc miễn phí vận chuyển nữa chứ . giá lại khá mềm. mua hàng ở đây thì khỏi phải lặn tanh về hàng kém chất lượng rồi. sẽ ủng hộ shop lâu dài ạ.,trước mình xài innisfree . chuyển sang này xài thử ai dè quá ok luôn. xài da mịn lắm . chưa hết mà mua luôn 2 hộp xài dần. bên shop giao hàng nhanh. còn dc miễn phí vận chuyển nữa chứ . giá lại khá mềm. mua hàng ở đây thì khỏi phải lặn tanh về hàng kém chất lượng rồi. sẽ ủng hộ shop lâu dài ạ.
xài rất ok. không biết các bạn sử dụng như thế nào nhưng mình sử dụng qua rất nhiều loại chống nắng rồi. nhưng em này là hài lòng nhất nè. dạ mặt dưỡng đủ ẩm là không bị vón nha mọi người.,xài rất ok. không biết các bạn sử dụng như thế nào nhưng mình sử dụng qua rất nhiều loại chống nắng rồi. nhưng em này là hài lòng nhất nè. dạ mặt dưỡng đủ ẩm là không bị vón nha mọi người.
"mình xài kcn loại này nhiều rồi, trước cũng từng đặt hasaki nhưng k có nghe mùi nhựa như lần này. đọc review của các bạn trước mình cũng hơi ngại nhưng vẫn đặt nghĩ chắc đến đợt mình ksao nhưng kcn vẫn nghe mùi nhựa. mình k dám dùng và bỏ luôn cả tuýp chuyển qua mall đặt lại cho an tâm. hi vọng hasaki đọc review của khách và cải thiện","mình xài kem chống nắng loại này nhiều rồi, trước cũng từng đặt hasaki nhưng không có nghe mùi nhựa như lần này. đọc review của các bạn trước mình cũng hơi ngại nhưng vẫn đặt nghĩ chắc đến đợt mình ksao nhưng kem chống nắng vẫn nghe mùi nhựa. mình không dám dùng và bỏ luôn cả tuýp chuyển qua mall đặt lại cho an tâm. hi vọng hasaki đọc review của khách và cải thiện"
"xài hồi cái mặt có vón kcn :))) nghe nói thoa lên phải vỗ liên hồi zô mặt mới k bị, mà vỗ xong xiểng niểng nên thôi vỗ vừa vừa à. chưa tìm được chân ái nên thôi xài tiếp","xài hồi cái mặt có vón kem chống nắng :))) nghe nói thoa lên phải vỗ liên hồi zô mặt mới không bị, mà vỗ xong xiểng niểng nên thôi vỗ vừa vừa à. chưa tìm được chân ái nên thôi xài tiếp"
"mình mới sd ngày đầu luôn, nếu dưỡng ẩm tốt trước khi sd thì ko hề bị vón nhưng mà với cái nắng của sài gòn sáng chạy tới cty mồ hôi mẹ, mồ hôi con nó thi nhau đổ nên lớp chống nắng nó bị trôi và có vệt luôn á da mình hhtk thấy mn review vẫn sd được, nhưng mình sd thấy da căng và hơi khô","mình mới sử dụng ngày đầu luôn, nếu dưỡng ẩm tốt trước khi sử dụng thì không hề bị vón nhưng mà với cái nắng của xài gòn sáng chạy tới cty mồ hôi mẹ, mồ hôi con nó thi nhau đổ nên lớp chống nắng nó bị trôi và có vệt luôn á da mình hỗn hợp thiên khô thấy mọi người review vẫn sử dụng được, nhưng mình sử dụng thấy da căng và hơi khô"
hà linh tin dùng nên mình mua và thật sự tốt,hà linh tin dùng nên mình mua và thật sự tốt
một lần chơi dại đặt hàng ngoài ko phải hasaki là ớn tới già. dính hàng fake ngay. thôi cứ trung thành với hasaki cho nó an toàn cho da. với lại đặt hasaki là 2 tiếng sau có hàng liền khỏi đợi chờ. chỉ lâu lâu bên hasaki hết hàng mới phải đợi thôi mà cũng 1-2 ngày là có.,một lần chơi dại đặt hàng ngoài không phải hasaki là ớn tới già. dính hàng fake ngay. thôi cứ trung thành với hasaki cho nó an toàn cho da. với lại đặt hasaki là 2 tiếng sau có hàng liền khỏi đợi chờ. chỉ lâu lâu bên hasaki hết hàng mới phải đợi thôi mà cũng 1-2 ngày là có.
kcn ưng ý nhất tới giờ cho da dầu như mình,kem chống nắng ưng ý nhất tới giờ cho da dầu như mình
"rất hợp cho da dầu, bôi xong nhìn ra tự nhiên, khô ráo cả ngày, nhìn da căng mướt, kiềm dầu tốt. sau khi tẩy trang thì da cũng có còn độ ẩm, giá tiền cũng ok. 9,5/10","rất hợp cho da dầu, bôi xong nhìn ra tự nhiên, khô ráo cả ngày, nhìn da căng mướt, kiềm dầu tốt. sau khi tẩy trang thì da cũng có còn độ ẩm, giá tiền cũng ok. 9,5/10"
"sản phẩm ô kê lắm nha, tui da hỗn hợp sài cái nào cũng ko hợp mà chuyển sang cái ni thấy tuyệt vời hẳn.tuy nhiên thì cũng ko phải kiềm tới 100% đâuuu","sản phẩm ô kê lắm nha, tui da hỗn hợp xài cái nào cũng không hợp mà chuyển sang cái ni thấy tuyệt vời hẳn.tuy nhiên thì cũng không phải kiềm tới 100% đâuuu"
mới mua loại này lần đầu . mà thấy ưng ý lắm luôn . lâu trôi. ko bi trắng bệt ko nhờn rích. mình thấy loại này là chân ái nhất,mới mua loại này lần đầu . mà thấy ưng ý lắm luôn . lâu trôi. không bi trắng bệt không nhờn rích. mình thấy loại này là chân ái nhất
"nghe mn bảo kem bị vón nhưng vs mình lại là kcn đẹp nhất, và dễ tán","nghe mọi người bảo kem bị vón nhưng với mình lại là kem chống nắng đẹp nhất, và dễ tán"
"đã đặt chai thứ 2. chân ái luôn á mọi người. mà tui sài hao quá trời. có tháng là hết rồi. da tui hhtd. buổi sáng xịt khoáng ,thêm lớp serum c xong bôi em này không hề thấy vón chút nào. lớp nền đẹp,nâng tông,kiềm dầu,chống nước! nói chung là sẽ mua lại thêm n lần nữa!","đã đặt chai thứ 2. chân ái luôn á mọi người. mà tui xài hao quá trời. có tháng là hết rồi. da tui hỗn hợp thiên dầu. buổi sáng xịt khoáng ,thêm lớp serum c xong bôi em này không hề thấy vón chút nào. lớp nền đẹp,nâng tông,kiềm dầu,chống nước! nói chung là sẽ mua lại thêm n lần nữa!"
da hỗn hợp thiên khô có xài kem chống nắng này được không shop,da hỗn hợp thiên khô có xài kem chống nắng này được không shop
"khả năng chống nắng rất tốt, da treatment dùng vẫn rất ok. nhược điểm là khi bôi la da thì khô cực nhanh và dễ bị vón, tạo ghét với vệt trắng. nên trước khi bôi phải xịt khoáng hoặc bôi serum gì đó thì mới ko bị vón và tạo ghét, mà khi đó thì lớp finish cực kì đẹp. có nâng tông nhẹ, độ kiềm dầu ở mức khá thôi chứ ko thần thánh lắm đâu =(( và khi chảy mồ hôi vẫn bị vữa ra như thường chứ ko hề kháng nước ạ","khả năng chống nắng rất tốt, da treatment dùng vẫn rất ok. nhược điểm là khi bôi la da thì khô cực nhanh và dễ bị vón, tạo ghét với vệt trắng. nên trước khi bôi phải xịt khoáng hoặc bôi serum gì đó thì mới không bị vón và tạo ghét, mà khi đó thì lớp finish cực kì đẹp. có nâng tông nhẹ, độ kiềm dầu ở mức khá thôi chứ không thần thánh lắm đâu =(( và khi chảy mồ hôi vẫn bị vữa ra như thường chứ không hề kháng nước ạ"
"sản phẩm xài tốt, kiềm dầu khá ok.","sản phẩm xài tốt, kiềm dầu khá ok."
"mình dùng như chị hà linh review thấy ok lắm mng ạ, đợi khô 20p r đeo khẩu trang ko bị dính vào ktrang đâu. mình da dầu mụn nhé hihi","mình dùng như chị hà linh review thấy ok lắm mọi người ạ, đợi khô 20p r đeo khẩu trang không bị dính vào ktrang đâu. mình da dầu mụn nhé hihi"
"lúc đầu nghe nhiều ng bảo là bị vón cũng ngại ngại ko muốn mua, mà nghe nói chống nắng đỉnh nên bấm bụng thử nghĩ bảo ko xài đc mặt thì xài cho cổ. cơ mà lần đầu bôi theo review của hà linh thấy ổn áp ko bị vón, lớp nền đẹp lắm cơ. cực thích","lúc đầu nghe nhiều ng bảo là bị vón cũng ngại ngại không muốn mua, mà nghe nói chống nắng đỉnh nên bấm bụng thử nghĩ bảo không xài được mặt thì xài cho cổ. cơ mà lần đầu bôi theo review của hà linh thấy ổn áp không bị vón, lớp nền đẹp lắm cơ. cực thích"
tuyệt,tuyệt
"kem chống nắng đỉnh nhất mình từng xài. lớp finish quá đẹp & mịn. chỉ 1 lưu ý nhỏ là miết nhanh tầm 5-7s là dừng, vì kcn khô nhanh nên miết lâu sẽ tạo thành bột li ti trên mặt","kem chống nắng đỉnh nhất mình từng xài. lớp finish quá đẹp & mịn. chỉ 1 lưu ý nhỏ là miết nhanh tầm 5-7s là dừng, vì kem chống nắng khô nhanh nên miết lâu sẽ tạo thành bột li ti trên mặt"
da dầu dùng thích vl..mà giá của hasaki lúc nào cũng ổn nữa mãi iuu,da dầu dùng thích vl..mà giá của hasaki lúc nào cũng ổn nữa mãi iuu
trên trang facebook có đăng tải thông tin khuyến mãi của hasaki. cửa hàng mình có chương trình khuyến mãi này không ah?,trên trang facebook có đăng tải thông tin khuyến mãi của hasaki. cửa hàng mình có chương trình khuyến mãi này không ah?
"xài rất là ok nhé mn, lúc đầu bôi hơi cảm giác khô, nhưng lâu nó lên tone nhẹ ko đổ bóng dầu nè","xài rất là ok nhé mọi người, lúc đầu bôi hơi cảm giác khô, nhưng lâu nó lên tone nhẹ không đổ bóng dầu nè"
"đã nhận được hàng, phải nói là mua hàng ở đây ship bao lẹ ạ, nhưng mờ không thấy quà tặng đâu ạ, nhưng vẫn cho shop 5 sao, mong shop nhớ để quà tặng vào nữa","đã nhận được hàng, phải nói là mua hàng ở đây ship bao lẹ ạ, nhưng mờ không thấy quà tặng đâu ạ, nhưng vẫn cho shop 5 sao, mong shop nhớ để quà tặng vào nữa"
xịn xò nhưng cay mắt,xịn xò nhưng cay mắt
ko phải ai cũng hạp nha. m xài kcn này luôn lót ẩm trc. 5 kasfn dùng lần nào cũng nổi mụn. ví dụ sáng xài là chiều lên mụn ngay,không phải ai cũng hạp nha. mình xài kem chống nắng này luôn lót ẩm trc. 5 kasfn dùng lần nào cũng nổi mụn. ví dụ sáng xài là chiều lên mụn ngay
kcn ổn,kem chống nắng ổn
e da dầu dùng loại này kiềm dầu rất tốt . mà loại này e thấy sài nhanh hết ạ :)))) nó loãng nên mỗi lần xịt ra cũng hơi nhiều tuýp 50ml chắc e dùng đc 2w,e da dầu dùng loại này kiềm dầu rất tốt . mà loại này e thấy xài nhanh hết ạ :)))) nó loãng nên mỗi lần xịt ra cũng hơi nhiều tuýp 50ml chắc e dùng được 2w
"sp hợp với da dầu và đang điều trị sẹo như mình, không cay mắt, vón cục, khô ráo và tiệp vào da không bị trắng quá, xài xong là mê luôn ấy","sản phẩm hợp với da dầu và đang điều trị sẹo như mình, không cay mắt, vón cục, khô ráo và tiệp vào da không bị trắng quá, xài xong là mê luôn ấy"
"đã sd qua 5,6 loại kcn rồi nhưng vẫn thấy loại này là tốt nhất. ưu điểm: chống nắng tốt, finish đẹp, khô ráo, kiềm dầu khoảng 4h. nhược điểm: dễ vón nên kén phần lớn serum+kem dưỡng, nên mình chỉ dùng dc serum ha của balance và thạch dưỡng ẩm của clinique trước khi bôi kcn này.","đã sử dụng qua 5,6 loại kem chống nắng rồi nhưng vẫn thấy loại này là tốt nhất. ưu điểm: chống nắng tốt, finish đẹp, khô ráo, kiềm dầu khoảng 4h. nhược điểm: dễ vón nên kén phần lớn serumvàkem dưỡng, nên mình chỉ dùng dc serum ha của balance và thạch dưỡng ẩm của clinique trước khi bôi kem chống nắng này."
"nghe rw em này dễ vón, khó tán nên trước giờ cũng ngại dùng, mà đợt này treatment nặng đô nên mấy em kcn dạng sữa mình dùng không chịu nổi nên mới test thử em này trộm vía hợp da, kiềm dầu xịn, tán mịn không hề vón luôn thoa xong mặt mịn mướt rất oke lun","nghe rw em này dễ vón, khó tán nên trước giờ cũng ngại dùng, mà đợt này treatment nặng đô nên mấy em kem chống nắng dạng sữa mình dùng không chịu nổi nên mới test thử em này trộm vía hợp da, kiềm dầu xịn, tán mịn không hề vón luôn thoa xong mặt mịn mướt rất oke lun"
